Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","340","Honduras","5510","Production","01640","Cocoa beans","2023","2023","t","2000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","356","India","5510","Production","01640","Cocoa beans","2023","2023","t","30000","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5510","Production","01640","Cocoa beans","2023","2023","t","641741.02","A","Official figure",""
"QCL","Crops and livestock products","388","Jamaica","5510","Production","01640","Cocoa beans","2023","2023","t","151.4","A","Official figure",""
"QCL","Crops and livestock products","430","Liberia","5510","Production","01640","Cocoa beans","2023","2023","t","20000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","450","Madagascar","5510","Production","01640","Cocoa beans","2023","2023","t","20000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","458","Malaysia","5510","Production","01640","Cocoa beans","2023","2023","t","269","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01640","Cocoa beans","2023","2023","t","29047.4","A","Official figure",""
"QCL","Crops and livestock products","583","Micronesia (Federated States of)","5510","Production","01640","Cocoa beans","2023","2023","t","31.22","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","558","Nicaragua","5510","Production","01640","Cocoa beans","2023","2023","t","9317.11","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01640","Cocoa beans","2023","2023","t","284232.16","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","591","Panama","5510","Production","01640","Cocoa beans","2023","2023","t","562","A","Official figure",""
"QCL","Crops and livestock products","598","Papua New Guinea","5510","Production","01640","Cocoa beans","2023","2023","t","43200","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","604","Peru","5510","Production","01640","Cocoa beans","2023","2023","t","166708.8","A","Official figure",""
"QCL","Crops and livestock products","608","Philippines","5510","Production","01640","Cocoa beans","2023","2023","t","10759.12","A","Official figure",""
"QCL","Crops and livestock products","662","Saint Lucia","5510","Production","01640","Cocoa beans","2023","2023","t","18","A","Official figure",""
"QCL","Crops and livestock products","670","Saint Vincent and the Grenadines","5510","Production","01640","Cocoa beans","2023","2023","t","229.13","E","Estimated value",""
"QCL","Crops and livestock products","882","Samoa","5510","Production","01640","Cocoa beans","2023","2023","t","481.76","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","678","Sao Tome and Principe","5510","Production","01640","Cocoa beans","2023","2023","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","694","Sierra Leone","5510","Production","01640","Cocoa beans","2023","2023","t","18000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","090","Solomon Islands","5510","Production","01640","Cocoa beans","2023","2023","t","4000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","144","Sri Lanka","5510","Production","01640","Cocoa beans","2023","2023","t","1320.8","A","Official figure",""
"QCL","Crops and livestock products","740","Suriname","5510","Production","01640","Cocoa beans","2023","2023","t","4.58","E","Estimated value",""
"QCL","Crops and livestock products","764","Thailand","5510","Production","01640","Cocoa beans","2023","2023","t","122.78","E","Estimated value",""
"QCL","Crops and livestock products","626","Timor-Leste","5510","Production","01640","Cocoa beans","2023","2023","t","175.1","E","Estimated value",""
"QCL","Crops and livestock products","768","Togo","5510","Production","01640","Cocoa beans","2023","2023","t","15000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","776","Tonga","5510","Production","01640","Cocoa beans","2023","2023","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","780","Trinidad and Tobago","5510","Production","01640","Cocoa beans","2023","2023","t","300","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","800","Uganda","5510","Production","01640","Cocoa beans","2023","2023","t","35000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5510","Production","01640","Cocoa beans","2023","2023","t","12000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","548","Vanuatu","5510","Production","01640","Cocoa beans","2023","2023","t","1500","A","Official figure",""
"QCL","Crops and livestock products","862","Venezuela (Bolivarian Republic of)","5510","Production","01640","Cocoa beans","2023","2023","t","29358.83","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","704","Viet Nam","5510","Production","01640","Cocoa beans","2023","2023","t","1206.84","I","Value imputed by a receiving agency",""
